Model,Domain,Topic
gpt-3.5-turbo,gender equality,Gender and healthcare access
gpt-3.5-turbo,gender equality,Gender and human trafficking
gpt-3.5-turbo,gender equality,Gender and indigenous rights
gpt-3.5-turbo,gender equality,Gender and intersectionality
gpt-3.5-turbo,gender equality,Gender and language learning
gpt-3.5-turbo,gender equality,Gender and leadership styles
gpt-3.5-turbo,gender equality,Gender and online harassment
gpt-3.5-turbo,gender equality,Gender and rural development
gpt-3.5-turbo,gender equality,Gender and sexual harassment
gpt-3.5-turbo,gender equality,Gender and social innovation
gpt-3.5-turbo,gender equality,Gender and social protection
gpt-3.5-turbo,gender equality,Gender and space exploration
gpt-3.5-turbo,gender equality,Gender and technology access
gpt-3.5-turbo,gender equality,Gender and technology ethics
gpt-3.5-turbo,gender equality,Gender and urban development
gpt-3.5-turbo,gender equality,Gender and workplace culture
gpt-3.5-turbo,gender equality,Gender and youth empowerment
gpt-3.5-turbo,gender equality,Gender balance in boardrooms
gpt-3.5-turbo,gender equality,Gender balance in government
gpt-3.5-turbo,gender equality,Gender balance in technology
gpt-3.5-turbo,gender equality,Gender bias in the workplace
gpt-3.5-turbo,gender equality,Gender biases in advertising
gpt-3.5-turbo,gender equality,Gender diversity in academia
gpt-3.5-turbo,gender equality,Gender diversity in politics
gpt-3.5-turbo,gender equality,Gender diversity in the arts
gpt-3.5-turbo,gender equality,Gender equality in diplomacy
gpt-3.5-turbo,gender equality,Gender equality in education
gpt-3.5-turbo,gender equality,Gender equality in the media
gpt-3.5-turbo,gender equality,Gender expression in fashion
gpt-3.5-turbo,gender equality,Gender identity and pronouns
gpt-3.5-turbo,gender equality,Gender in the music industry
gpt-3.5-turbo,gender equality,Gender inclusion in politics
gpt-3.5-turbo,gender equality,Gender inclusion in the arts
gpt-3.5-turbo,gender equality,Gender inclusivity in sports
gpt-3.5-turbo,gender equality,Gender segregation in sports
gpt-3.5-turbo,gender equality,Gender stereotypes in comedy
gpt-3.5-turbo,gender equality,Gender stereotypes in gaming
gpt-3.5-turbo,gender equality,Gender stereotypes in sports
gpt-3.5-turbo,gender equality,Gender-based access barriers
gpt-3.5-turbo,gender equality,Gender-based data collection
gpt-3.5-turbo,gender equality,Gender-based parenting roles
gpt-3.5-turbo,gender equality,Gender-based property rights
gpt-3.5-turbo,gender equality,Gender-inclusive advertising
gpt-3.5-turbo,gender equality,Gender-neutral school sports
gpt-3.5-turbo,gender equality,Gender-neutral toy marketing
gpt-3.5-turbo,gender equality,Gender-responsive healthcare
gpt-3.5-turbo,gender equality,LGBTQ+ acceptance and rights
gpt-3.5-turbo,gender equality,Lack of affordable childcare
gpt-3.5-turbo,gender equality,Masculinity and gender roles
gpt-3.5-turbo,gender equality,Non-binary gender identities
gpt-3.5-turbo,gender equality,Representation in government
gpt-3.5-turbo,gender equality,Representation in leadership
gpt-3.5-turbo,gender equality,Stereotypes in the workplace
gpt-3.5-turbo,gender equality,Women in the performing arts
gpt-3.5-turbo,gender equality,Women's access to technology
gpt-3.5-turbo,gender equality,Women's economic empowerment
gpt-3.5-turbo,gender equality,Access to education for girls
gpt-3.5-turbo,gender equality,Domestic violence against men
gpt-3.5-turbo,gender equality,Domestic violence legislation
gpt-3.5-turbo,gender equality,Gender Equality in Leadership
gpt-3.5-turbo,gender equality,Gender and affirmative action
gpt-3.5-turbo,gender equality,Gender and climate adaptation
gpt-3.5-turbo,gender equality,Gender and cultural practices
gpt-3.5-turbo,gender equality,Gender and financial literacy
gpt-3.5-turbo,gender equality,Gender and political violence
gpt-3.5-turbo,gender equality,Gender and sexual orientation
gpt-3.5-turbo,gender equality,Gender and the justice system
gpt-3.5-turbo,gender equality,Gender bias in media coverage
gpt-3.5-turbo,gender equality,Gender disparities in housing
gpt-3.5-turbo,gender equality,Gender diversity in education
gpt-3.5-turbo,gender equality,Gender diversity in the media
gpt-3.5-turbo,gender equality,Gender equality in elder care
gpt-3.5-turbo,gender equality,Gender equality in family law
gpt-3.5-turbo,gender equality,Gender equality in healthcare
gpt-3.5-turbo,gender equality,Gender equality in investment
gpt-3.5-turbo,gender equality,Gender equality in technology
gpt-3.5-turbo,gender equality,Gender equality in the family
gpt-3.5-turbo,gender equality,Gender identity in healthcare
gpt-3.5-turbo,gender equality,Gender in the gaming industry
gpt-3.5-turbo,gender equality,Gender in the sharing economy
gpt-3.5-turbo,gender equality,Gender inequality in academia
gpt-3.5-turbo,gender equality,Gender inequality in politics
gpt-3.5-turbo,gender equality,Gender norms and expectations
gpt-3.5-turbo,gender equality,Gender norms in child-rearing
gpt-3.5-turbo,gender equality,Gender norms in relationships
gpt-3.5-turbo,gender equality,Gender norms in the workplace
gpt-3.5-turbo,gender equality,Gender roles and expectations
gpt-3.5-turbo,gender equality,Gender roles in relationships
gpt-3.5-turbo,gender equality,Gender segregation in schools
gpt-3.5-turbo,gender equality,Gender stereotypes in fashion
gpt-3.5-turbo,gender equality,Gender training and awareness
gpt-3.5-turbo,gender equality,Gender-based cyber harassment
gpt-3.5-turbo,gender equality,Gender-based double standards
gpt-3.5-turbo,gender equality,Gender-based microaggressions
gpt-3.5-turbo,gender equality,Gender-inclusive policymaking
gpt-3.5-turbo,gender equality,Gender-inclusive storytelling
gpt-3.5-turbo,gender equality,Gender-neutral parenting laws
gpt-3.5-turbo,gender equality,Gender-neutral wedding attire
gpt-3.5-turbo,gender equality,Gender-responsive programming
gpt-3.5-turbo,gender equality,Gender-specific health issues
gpt-3.5-turbo,gender equality,LGBTQ+ inclusivity in schools
gpt-3.5-turbo,gender equality,Masculinity and mental health
gpt-3.5-turbo,gender equality,Masculinity in modern society
gpt-3.5-turbo,gender equality,Maternity and paternity leave
gpt-3.5-turbo,gender equality,Maternity healthcare services
gpt-3.5-turbo,gender equality,Men's mental health resources
gpt-3.5-turbo,gender equality,Men's role in gender equality
gpt-3.5-turbo,gender equality,Patriarchy and power dynamics
gpt-3.5-turbo,gender equality,Representation in STEM fields
gpt-3.5-turbo,gender equality,Stereotypes about masculinity
gpt-3.5-turbo,gender equality,Transgender healthcare rights
gpt-3.5-turbo,gender equality,Women in the informal economy
gpt-3.5-turbo,gender equality,Women in the legal profession
gpt-3.5-turbo,gender equality,Women's access to clean water
gpt-3.5-turbo,gender equality,Women's access to information
gpt-3.5-turbo,gender equality,Women's political empowerment
gpt-3.5-turbo,gender equality,Women's role in peacebuilding
gpt-3.5-turbo,gender equality,Workplace harassment policies
gpt-3.5-turbo,gender equality,Advocacy for non-binary rights
gpt-3.5-turbo,gender equality,Cultural perceptions of gender
gpt-3.5-turbo,gender equality,Femininity and gender equality
gpt-3.5-turbo,gender equality,Fighting gender-based violence
gpt-3.5-turbo,gender equality,Gender and Sexuality Education
gpt-3.5-turbo,gender equality,Gender and access to education
gpt-3.5-turbo,gender equality,Gender and access to resources
gpt-3.5-turbo,gender equality,Gender and conflict resolution
gpt-3.5-turbo,gender equality,Gender and cultural production
gpt-3.5-turbo,gender equality,Gender and cultural traditions
gpt-3.5-turbo,gender equality,Gender and disaster resilience
gpt-3.5-turbo,gender equality,Gender and ethical consumption
gpt-3.5-turbo,gender equality,Gender and financial inclusion
gpt-3.5-turbo,gender equality,Gender and reproductive health
gpt-3.5-turbo,gender equality,Gender and reproductive rights
gpt-3.5-turbo,gender equality,Gender bias in clinical trials
gpt-3.5-turbo,gender equality,Gender bias in job evaluations
gpt-3.5-turbo,gender equality,Gender disparities in the arts
gpt-3.5-turbo,gender equality,Gender disparity in healthcare
gpt-3.5-turbo,gender equality,Gender diversity in leadership
gpt-3.5-turbo,gender equality,Gender diversity in literature
gpt-3.5-turbo,gender equality,Gender equality in advertising
gpt-3.5-turbo,gender equality,Gender equality in agriculture
gpt-3.5-turbo,gender equality,Gender equality in rural areas
gpt-3.5-turbo,gender equality,Gender identity support groups
gpt-3.5-turbo,gender equality,Gender in media representation
gpt-3.5-turbo,gender equality,Gender inclusivity in language
gpt-3.5-turbo,gender equality,Gender inequality in education
gpt-3.5-turbo,gender equality,Gender mainstreaming in policy
gpt-3.5-turbo,gender equality,Gender norms and mental health
gpt-3.5-turbo,gender equality,Gender norms and socialization
gpt-3.5-turbo,gender equality,Gender norms in technology use
gpt-3.5-turbo,gender equality,Gender stereotypes in academia
gpt-3.5-turbo,gender equality,Gender stereotypes in politics
gpt-3.5-turbo,gender equality,Gender-based access to housing
gpt-3.5-turbo,gender equality,Gender-based internet trolling
gpt-3.5-turbo,gender equality,Gender-based language policing
gpt-3.5-turbo,gender equality,Gender-neutral school uniforms
gpt-3.5-turbo,gender equality,Gender-responsive policymaking
gpt-3.5-turbo,gender equality,Gender-specific clothing norms
gpt-3.5-turbo,gender equality,Gendered violence and conflict
gpt-3.5-turbo,gender equality,LGBTQ+ Representation in Media
gpt-3.5-turbo,gender equality,LGBTQ+ rights in the workplace
gpt-3.5-turbo,gender equality,Men's engagement in caregiving
gpt-3.5-turbo,gender equality,Reproductive healthcare access
gpt-3.5-turbo,gender equality,Women in technology leadership
gpt-3.5-turbo,gender equality,Women's leadership development
gpt-3.5-turbo,gender equality,Women's rights in the military
gpt-3.5-turbo,gender equality,Women's role in climate action
gpt-3.5-turbo,gender equality,Barriers to reproductive rights
gpt-3.5-turbo,gender equality,Beauty standards and body image
gpt-3.5-turbo,gender equality,Engaging men in gender equality
gpt-3.5-turbo,gender equality,Foreign aid and gender equality
gpt-3.5-turbo,gender equality,Gender and access to sanitation
gpt-3.5-turbo,gender equality,Gender and corporate governance
gpt-3.5-turbo,gender equality,Gender and environmental policy
gpt-3.5-turbo,gender equality,Gender and religious leadership
gpt-3.5-turbo,gender equality,Gender and reproductive justice
gpt-3.5-turbo,gender equality,Gender bias in academic funding
gpt-3.5-turbo,gender equality,Gender bias in criminal justice
gpt-3.5-turbo,gender equality,Gender bias in medical research
gpt-3.5-turbo,gender equality,Gender discrimination in sports
gpt-3.5-turbo,gender equality,Gender disparities in economics
gpt-3.5-turbo,gender equality,Gender disparities in education
gpt-3.5-turbo,gender equality,Gender diversity in advertising
gpt-3.5-turbo,gender equality,Gender diversity in engineering
gpt-3.5-turbo,gender equality,Gender diversity in social work
gpt-3.5-turbo,gender equality,Gender diversity in video games
gpt-3.5-turbo,gender equality,Gender equality and land rights
gpt-3.5-turbo,gender equality,Gender equality in architecture
gpt-3.5-turbo,gender equality,Gender equality in legal rights
gpt-3.5-turbo,gender equality,Gender equality in policymaking
gpt-3.5-turbo,gender equality,Gender equality in smart cities
gpt-3.5-turbo,gender equality,Gender equality in social media
gpt-3.5-turbo,gender equality,Gender equality in sports media
gpt-3.5-turbo,gender equality,Gender equality in the military
gpt-3.5-turbo,gender equality,Gender equality in trade policy
gpt-3.5-turbo,gender equality,Gender equality in trade unions
gpt-3.5-turbo,gender equality,Gender expectations in marriage
gpt-3.5-turbo,gender equality,Gender in ancient civilizations
gpt-3.5-turbo,gender equality,Gender inclusivity in education
gpt-3.5-turbo,gender equality,Gender inequality in healthcare
gpt-3.5-turbo,gender equality,Gender norms in children's toys
gpt-3.5-turbo,gender equality,Gender quotas in company boards
gpt-3.5-turbo,gender equality,Gender stereotypes in education
gpt-3.5-turbo,gender equality,Gender stereotypes in marketing
gpt-3.5-turbo,gender equality,Gender stereotypes in parenting
gpt-3.5-turbo,gender equality,Gender-based microloan programs
gpt-3.5-turbo,gender equality,Gender-based violence in sports
gpt-3.5-turbo,gender equality,Gender-neutral clothing options
gpt-3.5-turbo,gender equality,Gender-neutral hiring practices
gpt-3.5-turbo,gender equality,Gender-neutral household chores
gpt-3.5-turbo,gender equality,Gender-neutral parenting styles
gpt-3.5-turbo,gender equality,Gender-responsive legal systems
gpt-3.5-turbo,gender equality,Gender-sensitive climate action
gpt-3.5-turbo,gender equality,Gender-sensitive labor policies
gpt-3.5-turbo,gender equality,Gender-sensitive media coverage
gpt-3.5-turbo,gender equality,Gendered language in healthcare
gpt-3.5-turbo,gender equality,Masculinity and gender equality
gpt-3.5-turbo,gender equality,Women's participation in sports
gpt-3.5-turbo,gender equality,Women's political participation
gpt-3.5-turbo,gender equality,Women's rights in the workplace
gpt-3.5-turbo,gender equality,Workplace diversity initiatives
gpt-3.5-turbo,gender equality,Compulsory dress codes for women
gpt-3.5-turbo,gender equality,Gender Equality in Energy Access
gpt-3.5-turbo,gender equality,Gender and Environmental Justice
gpt-3.5-turbo,gender equality,Gender and Philosophy of Science
gpt-3.5-turbo,gender equality,Gender and access to clean water
gpt-3.5-turbo,gender equality,Gender and blockchain technology
gpt-3.5-turbo,gender equality,Gender and community development
gpt-3.5-turbo,gender equality,Gender and humanitarian response
gpt-3.5-turbo,gender equality,Gender and reproductive autonomy
gpt-3.5-turbo,gender equality,Gender and wildlife conservation
gpt-3.5-turbo,gender equality,Gender bias in healthcare access
gpt-3.5-turbo,gender equality,Gender bias in medical treatment
gpt-3.5-turbo,gender equality,Gender disparities in caregiving
gpt-3.5-turbo,gender equality,Gender diversity in architecture
gpt-3.5-turbo,gender equality,Gender diversity in volunteerism
gpt-3.5-turbo,gender equality,Gender dynamics in relationships
gpt-3.5-turbo,gender equality,Gender equality and social norms
gpt-3.5-turbo,gender equality,Gender equality in mental health
gpt-3.5-turbo,gender equality,Gender equality in public health
gpt-3.5-turbo,gender equality,Gender equality in refugee camps
